card_name,image,attack,defence,card_type,level,type
Elemental HERO Clayman,https://uploads3.yugioh.com/card_images/1290/list/1176.jpg?1385099427,800,2000,Normal Monster,4,Warrior
Elemental HERO Dark Neos,https://uploads2.yugioh.com/card_images/3173/list/3710.jpg?1385127709,2500,2000,Fusion Monster/Effect Monster,7,Warrior
Elemental HERO Darkbright,https://uploads4.yugioh.com/card_images/4376/list/E.HERO-Dark-Brightman.jpg?1386972852,2000,1000,Fusion Monster/Effect Monster,6,Warrior
Elemental HERO Electrum,https://uploads1.yugioh.com/card_images/2403/list/410.jpg?1385098476,2900,2600,Fusion Monster/Effect Monster,10,Warrior
Elemental HERO Flame Wingman,https://uploads4.yugioh.com/card_images/981/list/%28new%29EH-flamewingman.jpg?1383088340,2100,1200,Fusion Monster/Effect Monster,6,Warrior
Elemental HERO Flare Neos,https://uploads2.yugioh.com/card_images/3257/list/3706.jpg?1385127869,2500,2000,Fusion Monster/Effect Monster,7,Warrior
Elemental HERO Glow Neos,https://uploads1.yugioh.com/card_images/4377/list/E.HERO-Glow-Neos.HERO-Grow-Neos.jpg?1386972888,2500,2000,Fusion Monster/Effect Monster,7,Warrior
Elemental HERO Grand Neos,https://uploads3.yugioh.com/card_images/4378/list/E.HERO-Grand-Neos.jpg?1386972917,2500,2000,Fusion Monster/Effect Monster,7,Warrior
Elemental HERO Magma Neos,https://uploads4.yugioh.com/card_images/4379/list/E.HERO-Magma-Neos.HERO-Maguma-Neos.jpg?1386972952,3000,2500,Fusion Monster/Effect Monster,9,Warrior
Elemental HERO Marine Neos,https://uploads1.yugioh.com/card_images/4380/list/E.HERO-Marine-Neos.HERO-Malin-Neos.jpg?1386972981,2800,2300,Fusion Monster/Effect Monster,8,Warrior
Elemental HERO Mariner,https://uploads4.yugioh.com/card_images/2391/list/396.jpg?1385098454,1400,1000,Fusion Monster/Effect Monster,5,Warrior
Elemental HERO Mudballman,https://uploads3.yugioh.com/card_images/4386/list/Elemental-Hero-Mudballman-%28Temp%29.jpg?1386973200,1900,3000,Fusion Monster/Effect Monster,6,Warrior
Elemental HERO Necroid Shaman,https://uploads1.yugioh.com/card_images/2493/list/405.jpg?1385098666,1900,1800,Fusion Monster/Effect Monster,6,Warrior
Elemental HERO Necroshade,https://uploads4.yugioh.com/card_images/4372/list/E-HERO-Nekurodarkman-Necroshade.jpg?1386972675,1600,1800,Effect Monster,5,Warrior
Elemental HERO Neo Bubbleman,https://uploads1.yugioh.com/card_images/2526/list/468.jpg?1385098733,800,1200,Fusion Monster/Effect Monster,4,Warrior
Elemental HERO Neos,https://uploads3.yugioh.com/card_images/980/list/%28New%29-E-HERO-Neos.jpg?1383088027,2500,2000,Normal Monster,7,Warrior
Elemental HERO Phoenix Enforcer,https://uploads3.yugioh.com/card_images/2553/list/398.jpg?1385098788,2100,1200,Fusion Monster/Effect Monster,6,Warrior
Elemental HERO Prisma,https://uploads1.yugioh.com/card_images/4493/list/E-Hero-Purizumar-Prisma.jpg?1387057824,1700,1100,Effect Monster,5,Warrior
Elemental HERO Rampart Blaster,https://uploads2.yugioh.com/card_images/1098/list/1232.jpg?1385099040,2000,2500,Fusion Monster/Effect Monster,6,Warrior
Elemental HERO Shining Flare Wingman,https://uploads2.yugioh.com/card_images/1241/list/1118.jpg?1385099330,2500,2100,Fusion Monster/Effect Monster,8,Warrior
Elemental HERO Shining Phoenix Enforcer,https://uploads2.yugioh.com/card_images/2793/list/4066.jpg?1385126989,2500,2100,Fusion Monster/Effect Monster,8,Warrior
Elemental HERO Sparkman,https://uploads4.yugioh.com/card_images/1271/list/1161.jpg?1385099390,1600,1400,Normal Monster,4,Warrior
Elemental HERO Steam Healer,https://uploads3.yugioh.com/card_images/4868/list/Elemental-Hero-Steam-Healer_FL.jpg?1395693204,1800,1000,Fusion Monster/Effect Monster,5,Warrior
Elemental HERO Storm Neos,https://uploads2.yugioh.com/card_images/4381/list/E.HERO-Storm-Neos.jpg?1386973016,3000,2500,Fusion Monster/Effect Monster,9,Warrior
Elemental HERO Tempest,https://uploads2.yugioh.com/card_images/4382/list/E.HERO-tempester.jpg?1386973060,2800,2800,Fusion Monster/Effect Monster,8,Warrior
Elemental HERO Thunder Giant,https://uploads3.yugioh.com/card_images/2550/list/499.jpg?1385098783,2400,1500,Fusion Monster/Effect Monster,6,Warrior
Elemental HERO Wild Wingman,https://uploads4.yugioh.com/card_images/2914/list/4068.jpg?1385127223,1900,2300,Fusion Monster/Effect Monster,8,Warrior
Elemental HERO Wildedge,https://uploads4.yugioh.com/card_images/4387/list/Elemental-Hero-Wildedge.jpg?1386973244,2600,2300,Fusion Monster/Effect Monster,8,Warrior
Elemental HERO Wildheart,https://uploads2.yugioh.com/card_images/2543/list/599.jpg?1385098770,1500,1600,Effect Monster,4,Warrior
Elemental Mirage,https://uploads2.yugioh.com/card_images/4869/list/Elemental-Mirage_FL.jpg?1395693257,,,Normal Trap,,
Elemental Recharge,https://uploads3.yugioh.com/card_images/2386/list/376.jpg?1385098443,,,Normal Trap,,
Elf's Light,https://uploads4.yugioh.com/card_images/1912/list/1313.jpg?1385102623,,,Equip Spell,,
Elimigate,https://uploads1.yugioh.com/card_images/831/list/Assassin-Gate.jpg?1381334640,,,Continuous Spell,,
Emblem of Dragon Destroyer,https://uploads3.yugioh.com/card_images/1866/list/2334.jpg?1385102529,,,Normal Spell,,
Embodiment of Apophis,https://uploads3.yugioh.com/card_images/4870/list/Embodiment-of-Apophis-FL.jpg?1395693321,,,Continuous Trap,,
Emergency Assistance,https://uploads3.yugioh.com/card_images/3463/list/4940.jpg?1385134425,,,Normal Spell,,
Emergency Evasion,https://uploads4.yugioh.com/card_images/4871/list/Emergency-Evasion-REV_FL.jpg?1395693379,,,Counter Trap,,
Emergency Provisions,https://uploads3.yugioh.com/card_images/135/list/Emergency-Provisions.jpg?1374697921,,,Quick-Play Spell,,
Emergency Teleport,https://uploads4.yugioh.com/card_images/3417/list/4868.jpg?1385134333,,,Quick-Play Spell,,
Emissary of the Afterlife,https://uploads2.yugioh.com/card_images/2419/list/136.jpg?1385098510,1600,600,Effect Monster,4,Fiend
Emperor's Staff,https://uploads4.yugioh.com/card_images/5395/list/Emperor's_Staff.jpg?1439931726,,,Normal Trap,,
Empress's Crown,https://uploads3.yugioh.com/card_images/5396/list/Empress's_Crown.jpg?1439931775,,,Normal Trap,,
EN Shuffle,https://uploads4.yugioh.com/card_images/4872/list/EN-Shuffle.jpg?1395693436,,,Normal Spell,,
Enchanted Sword Nothung,https://uploads3.yugioh.com/card_images/2085/list/1955.jpg?1385102973,,,Equip Spell,,
End of the World,https://uploads3.yugioh.com/card_images/4190/list/421.jpg?1385098645,,,Ritual Spell,,
Endless Loan,https://uploads2.yugioh.com/card_images/4041/list/5846.jpg?1385135608,,,Continuous Trap,,
Enduring Soul,https://uploads1.yugioh.com/card_images/5397/list/Enduring_Soul.jpg?1439931933,,,Continuous Trap,,
Enemy Controller,https://uploads1.yugioh.com/card_images/136/list/Enemy-Controller.jpg?1374697946,,,Quick-Play Spell,,
Energy Drain,https://uploads4.yugioh.com/card_images/4873/list/Energy-Drain-FL.jpg?1395693517,,,Normal Spell,,
Engagement Destiny,https://uploads1.yugioh.com/card_images/5199/list/Engagement-Destiny.jpg?1422912898,,,Quick-Play Spell,,
Enigma the Creator,https://uploads2.yugioh.com/card_images/4874/list/Enigma-The-Creator_FL.jpg?1395693569,1200,1200,Effect Monster,4,Warrior
Enlightenment,https://uploads4.yugioh.com/card_images/3455/list/4926.jpg?1385134410,,,Normal Trap,,
Enraged Battle Ox,https://uploads3.yugioh.com/card_images/2435/list/641.jpg?1385098542,1700,1000,Effect Monster,4,Beast-Warrior
Equip Shot,https://uploads3.yugioh.com/card_images/3490/list/5526.jpg?1385134477,,,Normal Trap,,
Eradicating Aerosol,https://uploads1.yugioh.com/card_images/1333/list/1352.jpg?1385101463,,,Normal Spell,,
Erosion Hand Forest,https://uploads3.yugioh.com/card_images/5201/list/Erosion-Hand-Forest.jpg?1422912991,,,Field Spell,,
Escape Lure,https://uploads4.yugioh.com/card_images/917/list/%E3%82%A8%E3%82%B9%E3%82%B1%E3%83%BC%E3%83%97%E3%83%BB%E3%83%AB%E3%82%A2%E3%83%BC.jpg?1382388401,,,Normal Trap/Trap,,
Eshila the Lovely Bisque Doll,https://uploads4.yugioh.com/card_images/4547/list/Eshila_the_Lovely_Bisque_Doll.jpg?1389374025,1000,300,Effect Monster,2,Spellcaster
Eternal Dread,https://uploads2.yugioh.com/card_images/4637/list/%28new%29Eternal-Dread.jpg?1392827840,,,Normal Trap,,
Eternal Reverse,https://uploads2.yugioh.com/card_images/4875/list/Eternal-Reverse.jpg?1395693678,,,Equip Spell,,
Eternal Spell,https://uploads2.yugioh.com/card_images/5202/list/Eternal-Magic.jpg?1422913037,,,Continuous Spell,,
Etoile Cyber,https://uploads2.yugioh.com/card_images/4494/list/etoille_cyber.jpg?1387057859,1200,1600,Effect Monster,4,Warrior
Eucalyptus Mole,https://uploads4.yugioh.com/card_images/5398/list/Eucalyptus_Mole.jpg?1439932056,300,1300,Effect Monster,3,Plant
Evasion,https://uploads1.yugioh.com/card_images/5512/list/Avoid.png?1455747194,,,,,
Evigishki Merrowgeist,https://uploads1.yugioh.com/card_images/1080/list/750.jpg?1385099004,2100,1600,Xyz Monster/Effect Monster,,Aqua
Evil Blast,https://uploads1.yugioh.com/card_images/4876/list/Evil-Blast.jpg?1395693737,,,Continuous Trap,,
Evil HERO Dark Gaia,https://uploads1.yugioh.com/card_images/4365/list/E-HERO-Dark-Gaia.jpg?1386957120,0,0,Fusion Monster/Effect Monster,8,Fiend
Evil HERO Infernal Gainer,https://uploads3.yugioh.com/card_images/4366/list/E-Hero-Infernal-Gainer---Hell-Geinar.jpg?1386957153,1600,0,Effect Monster,4,Fiend
Evil HERO Infernal Sniper,https://uploads1.yugioh.com/card_images/4367/list/E-HERO-infernal-Hell-Sniper.jpg?1386957902,2000,2500,Fusion Monster/Effect Monster,6,Fiend
Evil HERO Inferno Wing,https://uploads3.yugioh.com/card_images/4368/list/E-HERO-Inferno-Wing.jpg?1386972520,2100,1200,Fusion Monster/Effect Monster,6,Fiend
Evil HERO Lightning Golem,https://uploads3.yugioh.com/card_images/4369/list/E-HERO-Lightning-Golem.jpg?1386972560,2400,1500,Fusion Monster/Effect Monster,6,Fiend
Evil HERO Malicious Edge,https://uploads1.yugioh.com/card_images/4371/list/E-HERO-Malicious-Edge.jpg?1386972639,2600,1800,Effect Monster,7,Fiend
Evil HERO Malicious Fiend,https://uploads3.yugioh.com/card_images/4370/list/E-HERO-Malicious-Devil-Fiend.jpg?1386972597,3500,2100,Fusion Monster/Effect Monster,8,Fiend
Evil HERO Wild Cyclone,https://uploads2.yugioh.com/card_images/4373/list/E-HERO-Wild-Cyclone.jpg?1386972710,1900,2300,Fusion Monster/Effect Monster,8,Fiend
Evil Thorn,https://uploads4.yugioh.com/card_images/3476/list/5508.jpg?1385134450,100,300,Effect Monster,1,Plant
Excalibur,https://uploads2.yugioh.com/card_images/5399/list/excalibur.jpg?1439932251,,,Equip Spell,,
Exchange,https://uploads4.yugioh.com/card_images/4865/list/Exchange-FL-AMERICAN-rev.jpg?1395693026,,,Normal Spell,,
Exchange of the Spirit,https://uploads3.yugioh.com/card_images/4878/list/Exchange-of-the-Spirit.jpg?1396453086,,,Normal Trap,,
Exile of the Wicked,https://uploads2.yugioh.com/card_images/2771/list/4363.jpg?1385126946,,,Normal Spell,,
Exiled Force,https://uploads3.yugioh.com/card_images/2875/list/3848.jpg?1385127146,1000,1000,Effect Monster,4,Warrior
Exodia Necross,https://uploads3.yugioh.com/card_images/137/list/Exodia-Necros.jpg?1374697976,1800,0,Effect Monster,4,Spellcaster
Exodia the Forbidden One,https://uploads1.yugioh.com/card_images/4392/list/Exodia-the-Forbidden-CardF.jpg?1386973451,1000,1000,Effect Monster,3,Spellcaster
Exodius the Ultimate Forbidden Lord,https://uploads1.yugioh.com/card_images/4395/list/Exodius-the-Ultimate-Forbidden-Lord-BP02-EN063.jpg?1386973656,0,0,Effect Monster,10,Spellcaster
Exploder Dragon,https://uploads2.yugioh.com/card_images/2537/list/299.jpg?1385098756,1000,0,Effect Monster,3,Dragon
Exploder Dragonwing,https://uploads3.yugioh.com/card_images/5400/list/Exploder_Dragonwing.jpg?1439932311,2400,1600,Synchro Monster/Effect Monster,7,Dragon
Exploding Cloud,https://uploads3.yugioh.com/card_images/5401/list/Exploding_Cloud.jpg?1439932358,,,Normal Spell,,
Explosion Fuse,https://uploads4.yugioh.com/card_images/5402/list/Explosion_Fuse.jpg?1439932402,,,Continuous Trap,,
Explosion Wing,https://uploads3.yugioh.com/card_images/4879/list/EXplosion-Wing.jpg?1396453142,,,Normal Trap,,
Explosive Breakout,https://uploads3.yugioh.com/card_images/5403/list/Explosive_Breakout.jpg?1439932455,,,Normal Trap,,
Explossum,https://uploads2.yugioh.com/card_images/5114/list/Baku-Dan.jpg?1412270078,100,100,Effect Monster,,Beast
Expressroid,https://uploads1.yugioh.com/card_images/4396/list/Expressloid.jpg?1386974185,400,1600,Effect Monster,4,Machine
Extinction Fist,https://uploads2.yugioh.com/card_images/1567/list/1725.jpg?1385101927,,,Normal Trap,,
Extra Blast,https://uploads4.yugioh.com/card_images/688/list/Runaway-Explosion.jpg?1380228833,,,Quick-Play Spell,,
Extra Veiler,https://uploads1.yugioh.com/card_images/3632/list/5740.jpg?1385134763,600,200,Tuner Monster,2,Spellcaster
Extreme Pressure Power,https://uploads2.yugioh.com/card_images/770/list/Chiyou-suiatsu.jpg?1380295755,,,Normal Trap/Trap,,
Eye Contact,https://uploads3.yugioh.com/card_images/4880/list/Eye-Contact-REVISED.jpg?1396453200,,,Normal Spell/Spell,,
Eye of Ujat,https://uploads2.yugioh.com/card_images/4881/list/Eye-of-Ujat.jpg?1396453233,,,Normal Trap,,
Eyearmor,https://uploads1.yugioh.com/card_images/4690/list/%E3%82%B3%E3%83%94%E3%83%83%E3%82%AF%E3%82%B9.jpg?1393619743,600,500,Normal Monster,2,Warrior
Factory of 100 Machines,https://uploads1.yugioh.com/card_images/3904/list/4882.jpg?1385135330,,,Quick-Play Spell,,
Fair Exchange,https://uploads2.yugioh.com/card_images/3792/list/5741.jpg?1385135098,,,Normal Spell,,
Fairy Box,https://uploads3.yugioh.com/card_images/1676/list/1664.jpg?1385102146,,,Continuous Trap,,
Fairy Breath,https://uploads1.yugioh.com/card_images/3793/list/5149.jpg?1385135100,,,Counter Trap,,
Fairy Cheer Girl,https://uploads4.yugioh.com/card_images/5205/list/Fairy-Cheer-Girl.jpg?1422913251,1900,1500,Xyz Monster/Effect Monster,,Fairy
Fairy Dragon,https://uploads2.yugioh.com/card_images/3251/list/4336.jpg?1385127856,N/A,N/A,Ka Monster,N/A,N/A
Fairy Meteor Crush,https://uploads3.yugioh.com/card_images/4882/list/Fairy-Meteor-Crush-CardFL.jpg?1396453323,,,Equip Spell,,
Fairy of the Spring,https://uploads4.yugioh.com/card_images/2072/list/1934.jpg?1385102947,,,Normal Spell,,
Fairy Wind,https://uploads2.yugioh.com/card_images/3559/list/6075.jpg?1385134614,,,Normal Trap,,
Fairy's Gift,https://uploads4.yugioh.com/card_images/2087/list/1373.jpg?1385102976,1400,1000,Normal Monster,4,Spellcaster
Fairy's Hand Mirror,https://uploads4.yugioh.com/card_images/1396/list/1678.jpg?1385101588,,,Normal Trap,,
Fake Explosion,https://uploads1.yugioh.com/card_images/3633/list/5148.jpg?1385134765,,,Normal Trap,,
Fake Feather,https://uploads4.yugioh.com/card_images/4883/list/Fake-Feather.jpg?1396454687,,,Normal Trap,,
Fake Form,https://uploads1.yugioh.com/card_images/927/list/%E3%83%95%E3%82%A7%E3%82%A4%E3%82%AF%E3%83%BB%E3%83%95%E3%82%A9%E3%83%BC%E3%83%A0.jpg?1382388953,,,Normal Trap/Trap,,
Fake Friendship Treaty,https://uploads2.yugioh.com/card_images/5404/list/Fake_Friendship_Treaty.jpg?1439932566,,,Continuous Trap,,
Fake Gardna,https://uploads4.yugioh.com/card_images/3791/list/5147.jpg?1385135096,0,2000,Effect Monster,4,Warrior
Fake Hero,https://uploads2.yugioh.com/card_images/2769/list/3699.jpg?1385126943,,,Normal Spell,,
Fake Trap,https://uploads2.yugioh.com/card_images/2092/list/1380.jpg?1385102986,,,Normal Trap,,
Fallen Paradise,https://uploads1.yugioh.com/card_images/5405/list/Fallen_Paradise.jpg?1439932667,,,Field Spell,,
Falling Current,https://uploads3.yugioh.com/card_images/768/list/Falling-Current.jpg?1380295644,,,Normal Spell/Spell,,
Fancy Footwork,https://uploads3.yugioh.com/card_images/5102/list/Accel-Footwork.jpg?1409242872,,,Counter Trap,,
Fang of Critias,https://uploads1.yugioh.com/card_images/139/list/Fang-of-Critias.jpg?1374703266,N/A,N/A,N/A Other,N/A,N/A
Fatal Abacus,https://uploads1.yugioh.com/card_images/2827/list/4599.jpg?1385127056,,,Continuous Trap,,
Fearful Earthbound,https://uploads1.yugioh.com/card_images/4884/list/Fearful-Earthbound.jpg?1396454743,,,Continuous Trap,,
Feast of the Wild LV5,https://uploads4.yugioh.com/card_images/5511/list/Feast-of-the-Wild-LV5.png?1455747000,,,Normal Spell,,
Feather Shot,https://uploads4.yugioh.com/card_images/4885/list/Feather-Shot.jpg?1396454849,,,Normal Spell,,
Feather Wind,https://uploads4.yugioh.com/card_images/4886/list/Feather-Wind.jpg?1396454889,,,Counter Trap,,
Fenrir the Nordic Wolf,https://uploads2.yugioh.com/card_images/3573/list/5675.jpg?1385134644,4000,4000,Effect Monster,10,Beast
Feral Imp,https://uploads2.yugioh.com/card_images/260/list/Feral-Imp.jpg?1375127381,1300,1400,Normal Monster,4,Fiend
Ferocious Flora,https://uploads1.yugioh.com/card_images/5206/list/Ferocious-Flora.jpg?1422913388,1000,500,Effect Monster,,Plant
Fiber Jar,https://uploads1.yugioh.com/card_images/2650/list/3824.jpg?1385126719,500,500,Effect Monster,3,Plant
Fiend Cannon,https://uploads3.yugioh.com/card_images/5406/list/Fiend_Cannon.jpg?1439932794,,,Normal Trap,,
Fiend Kraken,https://uploads1.yugioh.com/card_images/1749/list/2299.jpg?1385102293,1200,1400,Normal Monster,4,Aqua
Fiend Scorpion,https://uploads1.yugioh.com/card_images/4185/list/120.jpg?1385098450,900,200,Normal Monster,2,Insect
Fiend's Sanctuary,https://uploads2.yugioh.com/card_images/4887/list/Fiend's-Sanctuary-FL.jpg?1396454955,,,Normal Spell,,
Fiery Fervor,https://uploads1.yugioh.com/card_images/497/list/Burning-Fighting-Spirit.jpg?1380142563,,,Continuous Trap,,
Fifth Hope,https://uploads1.yugioh.com/card_images/4953/list/Hope-of-Fifth.jpg?1398379773,,,Normal Spell,,
Fighter Ape,https://uploads3.yugioh.com/card_images/4888/list/Fighter's-Ape.jpg?1396455005,1900,1200,Effect Monster,5,Beast
Fighter's Charm,https://uploads2.yugioh.com/card_images/863/list/Fighter's-Charm.jpg?1382386012,,,Normal Spell/Spell,,
Fighting Spirit,https://uploads2.yugioh.com/card_images/3956/list/5153.jpg?1385135435,,,Equip Spell,,
Final Attack Orders,https://uploads4.yugioh.com/card_images/1401/list/1691.jpg?1385101598,,,Continuous Trap,,
Final Cicada,https://uploads3.yugioh.com/card_images/5155/list/Cicada-Final.jpg?1422650121,,,Continuous Trap,,
Final Countdown,https://uploads2.yugioh.com/card_images/5534/list/Final-Countdown.png?1472225665,,,Continuous Trap,,
Final Fusion,https://uploads4.yugioh.com/card_images/4889/list/Final-Fusion_FL.jpg?1396455104,,,Normal Trap,,
Final Light,https://uploads2.yugioh.com/card_images/4890/list/Final-Light.jpg?1397744197,,,Normal Spell,,
Final Offering,https://uploads2.yugioh.com/card_images/543/list/Last-entrust.jpg?1380208281,,,Normal Trap/Trap,,
Final Penalty,https://uploads4.yugioh.com/card_images/4080/list/5896.jpg?1385135688,,,Normal Trap,,
Fire Hand,https://uploads1.yugioh.com/card_images/5207/list/Fire-Hand-2.jpg?1422913746,1600,1000,Effect Monster,,Pyro
Fire Lily,https://uploads4.yugioh.com/card_images/5208/list/Firearms-Flower.jpg?1422914661,800,800,Effect Monster,,Plant
Fire Princess,https://uploads1.yugioh.com/card_images/141/list/Fire-Princess.jpg?1374764346,1300,1500,Effect Monster,4,Pyro
Fire Sorcerer,https://uploads3.yugioh.com/card_images/142/list/Fire-Sorcerer.jpg?1374764384,1000,1500,Effect Monster,4,Spellcaster
Fire Trap,https://uploads1.yugioh.com/card_images/4891/list/Fire-Trap.jpg?1397744251,,,Counter Trap,,
Fire Whip,https://uploads3.yugioh.com/card_images/143/list/Fire-Whip.jpg?1374764413,,,Normal Spell,,
Firegrass,https://uploads4.yugioh.com/card_images/4892/list/Firegrass-YO_0157.jpg?1397744298,700,600,Normal Monster,2,Plant
Firewall,https://uploads3.yugioh.com/card_images/4064/list/5881.jpg?1385135657,,,Continuous Trap,,
